persona_id,data_base,nome_ficticio,tipo_registro,segmento_atual,segmento_alvo,status_oportunidade,estagio_funil_crm,temperatura_lead,score_potencial_principal_mock,probabilidade_migracao_12m_pct_mock,faixa_etaria,ciclo_vida,estado_civil_mock,dependentes_mock,cidade_uf,perfil_profissional,setor_atividade,porte_empresa_ou_carreira,fonte_renda_principal,estabilidade_renda,renda_mensal_estimada_mock,renda_familiar_mensal_mock,renda_variavel_anual_estimada_mock,despesas_mensais_estimadas_mock,capacidade_poupanca_mensal_mock,taxa_poupanca_pct_mock,reserva_emergencia_mock,meses_reserva_emergencia_mock,patrimonio_total_estimado_mock,patrimonio_investivel_estimado_mock,investimentos_bradesco_estimado_mock,concentracao_bradesco_pct_mock,aporte_previsto_12m_mock,principal_gatilho_oportunidade,perfil_investidor_mock,tolerancia_risco,horizonte_investimento,liquidez_necessaria,composicao_renda_fixa_pct,composicao_fundos_pct,composicao_renda_variavel_pct,composicao_previdencia_pct,composicao_exterior_pct,imoveis_estimado_mock,dividas_totais_estimadas_mock,parcelas_mensais_dividas_mock,comprometimento_renda_pct_mock,financiamento_imobiliario_interesse,credito_com_garantia_interesse,necessidade_capital_giro_pj,objetivo_curto_prazo,objetivo_medio_prazo,objetivo_longo_prazo,prioridade_planejamento,plano_90_dias,plano_12_meses,lacuna_planejamento,seguro_vida_status,seguro_residencial_status,seguro_auto_status,seguro_viagem_status,previdencia_privada_status,planejamento_sucessorio_status,gasto_mensal_cartao_estimado_mock,categoria_gasto_predominante,viagens_internacionais_ano_mock,interesse_sala_vip,interesse_pontos_milhas,interesse_isencao_anuidade,prioridade_cartao,cartao_atual_simulado,cartao_recomendado_ada,motivo_recomendacao_cartao,potencial_cartoes_adicionais,oportunidade_beneficios,cross_sell_prioritario_1,cross_sell_prioritario_2,cross_sell_prioritario_3,evento_proximo_contato,proximo_passo_sugerido,canal_preferido_mock,melhor_janela_contato,propensao_engajamento_digital,risco_churn_mock,objecao_esperada,argumento_consultivo,risco_privacidade,consentimento_marketing_mock,observacao_lgpd,observacao_crm,fonte_dado,segmentacao_psicologica_mock,estilo_decisao_mock,tendencia_renda_12m_pct_mock,tendencia_investimentos_12m_pct_mock,tendencia_gasto_cartao_12m_pct_mock,share_wallet_bradesco_mock,gap_open_finance_estimado_mock,open_finance_consentimento_mock,ativos_mapeados_open_finance_mock,prioridade_retencao_mock,propensao_credito_cartao_mock,elegibilidade_simulada_sem_decisao_credito,nps_mock,customer_effort_score_mock,historico_omnichannel_disponivel,data_ultima_interacao_mock,evento_vida_prioritario_mock,nba_status,observacao_modelagem
PRI-025,2026-06-18,Cliente Rafael Henrique,Cliente Principal mock,Principal,Principal,Carteira Principal,Revisão consultiva,Quente,91.3,,50-59,Planejamento sucessório inicial,União estável,2,São Paulo/SP,Diretor(a) financeiro(a),Agronegócio,Empresa em crescimento,Pró-labore e dividendos,Média,76629,133538,1695849,90581,42957,0.3217,286382,3.2,7378345,5321535,2373647,0.446,619709,viagem internacional,Conservador,Média,Médio prazo,Carteira separada por objetivos,75,6,28,9,24,3242614,771832,35203,0.2636,Não,Avaliar para oportunidade patrimonial,Média,organizar reserva de emergência,organizar despesas familiares,independência financeira,Internacionalização,"Revisar concentração bancária, benefícios usados e potencial de relacionamento.",Evoluir relacionamento para segmento Principal com pacote de benefícios adequado.,Baixa diversificação internacional.,Possui adequado,Não possui,Possui adequado,Possui básico,Possui previdência robusta,Revisão recomendada,78191,Restaurantes e experiências,14,Alta,Alta,Média,benefícios internacionais,Sem concentração no cartão principal,Visa Aeternum,"Aderência alta por viagens, salas VIP, benefícios internacionais, alto relacionamento e potencial patrimonial.",Alto,Concentrar gastos para pontos,Previdência privada,Conta internacional,Câmbio,Vencimento de aplicação,Mapear investimentos e potencial de relacionamento,E-mail corporativo validado,Fim de tarde,Alta,Baixo,Tem dúvida sobre custo-benefício da anuidade,"Apresentar salas VIP, pontos, segurança e conveniência como proposta integrada.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: pendente,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em internacionalização. Gatilho comercial: viagem internacional.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Conservador de legado,Digital first,0.1044,-0.0282,0.2053,0.446,2947888,Simulado: não consentiu,0,Média,80,Média propensão simulada,6,1,Simulado: consolidado entre canais,2026-06-07,Venda de participação societária,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRI-026,2026-06-18,Cliente William Klein,Cliente Principal mock,Principal,Principal,Carteira Principal,Oportunidade de cross-sell,Quente,94.0,,70+,Renda passiva e proteção familiar,União estável,0,Niterói/RJ,Executivo(a) C-level,Varejo,Grupo familiar,Renda de investimentos,Média,188476,217015,1895262,177008,40007,0.1844,676287,3.8,34110028,25761104,4749303,0.1844,590012,revisão patrimonial,Arrojado,Baixa,Longo prazo,Baixa,36,11,27,6,23,9126606,6207427,20159,0.0929,Sim,Avaliar para oportunidade patrimonial,Não aplicável,reduzir custo financeiro,diversificar investimentos,renda passiva recorrente,Aumento de rentabilidade,"Mapear gastos do cartão, categorias de consumo e aderência aos benefícios premium.",Consolidar planejamento financeiro familiar com revisão semestral.,Baixa organização por objetivos financeiros.,Não possui,Possui básico,Revisar cobertura,Possui adequado,Possui previdência básica,Em discussão,49498,Assinaturas e serviços digitais,8,Alta,Alta,Baixa,benefícios internacionais,The Platinum Card®,Visa Aeternum,"Aderência alta por viagens, salas VIP, benefícios internacionais, alto relacionamento e potencial patrimonial.",Família com potencial para adicionais,Comparar custo-benefício do cartão atual,Seguro residencial,Planejamento patrimonial,Conta internacional,Viagem próxima,Simular aderência entre cartões Principal,Agência,Fim de tarde,Alta,Baixo,Tem dúvida sobre custo-benefício da anuidade,"Trabalhar visão de relacionamento completo, não apenas produto isolado.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: opt-in,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em aumento de rentabilidade. Gatilho comercial: revisão patrimonial.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Otimizador de benefícios,Busca segurança antes de decidir,0.0232,0.0721,0.0014,0.1844,21011801,Simulado: consentimento pendente,0,Alta,89,Alta propensão simulada,7,1,Simulado: consolidado entre canais,2026-06-16,Nascimento de filho,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRI-027,2026-06-18,Cliente Lara Queiroz,Cliente Principal mock,Principal,Principal,Carteira Principal,Expansão de relacionamento,Quente,92.9,,70+,Sucessão e legado,Casado(a),0,Niterói/RJ,Executivo(a) C-level,Agronegócio,Empresa em crescimento,Pró-labore e dividendos,Média,117331,140906,2206283,70952,69954,0.4965,254418,3.6,4411812,2855917,2761627,0.967,1350191,revisão patrimonial,Conservador,Baixa,Multihorizonte por objetivos,Carteira separada por objetivos,41,8,10,17,6,1513021,144696,30916,0.2194,Não,Não,Alta,organizar reserva de emergência,preparar sucessão empresarial,proteção familiar,Proteção familiar,"Organizar prioridades: liquidez, investimentos, cartão, seguros e sucessão.",Evoluir relacionamento para segmento Principal com pacote de benefícios adequado.,Baixa organização por objetivos financeiros.,Possui adequado,Possui básico,Revisar cobertura,Possui básico,Revisar tributação e portabilidade,Estrutura básica,48906,Educação e família,2,Média,Alta,Alta,praticidade no uso diário,Bradesco Principal,Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Médio,Explorar salas VIP e viagens,Planejamento patrimonial,Cartão adicional,Consórcio,Vencimento de aplicação,Orientar canais oficiais para contratação,E-mail corporativo validado,Após 18h,Média,Médio,Prefere manter investimentos pulverizados,Mostrar comparação entre benefícios usados e benefícios disponíveis.,"Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: não acionar campanhas,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em proteção familiar. Gatilho comercial: revisão patrimonial.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Investidor de impacto,Busca segurança antes de decidir,-0.0045,0.1031,0.0003,0.967,94290,Simulado: consentimento ativo,77728,Baixa,88,Alta propensão simulada,6,2,Simulado: consolidado entre canais,2026-05-12,Mudança de cidade,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRI-028,2026-06-18,Cliente Yasmin Zanetti,Cliente Principal mock,Principal,Principal,Carteira Principal,Oportunidade de cross-sell,Quente,91.1,,70+,Preservação patrimonial,Casado(a),0,Recife/PE,Empresário(a) com empresa consolidada,Energia,Empresa em crescimento,Pró-labore e dividendos,Alta,188149,202579,2121989,109903,92676,0.4575,1022369,9.3,31763862,22240102,13390657,0.6021,291963,renovação de benefícios,Conservador,Média,Curto prazo,Carteira separada por objetivos,38,6,10,13,21,9400962,432114,7302,0.036,Sim,Avaliar para oportunidade patrimonial,Média,organizar reserva de emergência,diversificar investimentos,sucessão patrimonial,Proteção familiar,Conduzir conversa consultiva para enquadramento Principal e proposta de valor.,Aumentar share de investimentos e estruturar carteira por objetivos.,Cartão atual pouco aderente ao padrão de uso e viagens.,Possui básico,Não possui,Possui adequado,Revisar cobertura,Não possui,Revisão recomendada,20540,Moradia e utilidades,8,Alta,Alta,Baixa,isenção de anuidade,Sem concentração no cartão principal,Visa Aeternum,"Aderência alta por viagens, salas VIP, benefícios internacionais, alto relacionamento e potencial patrimonial.",Alto,Avaliar isenção por relacionamento,Cartão adicional,Câmbio,Investimentos,Renovação de cartão,Enviar material educativo e fazer follow-up em 7 dias,Agência,Fim de tarde,Baixa,Baixo,Quer confirmar regras antes de contratar,"Evidenciar economia de tempo, atendimento especializado e benefícios familiares.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: opt-in,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em proteção familiar. Gatilho comercial: renovação de benefícios.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Protetor familiar,Digital first,0.1008,0.151,0.1214,0.6021,8849445,Simulado: não consentiu,0,Baixa,82,Alta propensão simulada,8,2,Simulado: consolidado entre canais,2026-04-09,Liquidação de investimento relevante,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRI-029,2026-06-18,Cliente Yasmin Campos,Cliente Principal mock,Principal,Principal,Carteira Principal,Expansão de relacionamento,Quente,95.5,,70+,Renda passiva e proteção familiar,União estável,1,Salvador/BA,Executivo(a) de multinacional,Educação,Empresa consolidada,Receita empresarial,Alta,180957,293327,2418473,174210,119117,0.4061,1584707,9.1,5481131,3740365,3629687,0.9704,1011309,revisão patrimonial,Arrojado,Alta,Longo prazo,Alta,74,8,20,16,16,1709281,564235,62090,0.2117,Sim,Avaliar para oportunidade patrimonial,Não aplicável,viagem internacional nos próximos 12 meses,organizar despesas familiares,independência financeira,Redução de custos,"Mapear gastos do cartão, categorias de consumo e aderência aos benefícios premium.","Implantar trilha de proteção patrimonial, sucessão e previdência.",Cartão atual pouco aderente ao padrão de uso e viagens.,Possui adequado,Revisar cobertura,Possui adequado,Não possui,Possui previdência robusta,Não iniciado,28797,Educação e família,12,Alta,Alta,Baixa,sofisticação e lifestyle,Elo Nanquim,Visa Aeternum,"Aderência alta por viagens, salas VIP, benefícios internacionais, alto relacionamento e potencial patrimonial.",Médio,Avaliar isenção por relacionamento,Seguro residencial,Crédito com garantia,Conta internacional,Bônus anual,Conduzir diagnóstico consultivo com roteiro Ada,Gerente Principal,Após 18h,Baixa,Alto por relacionamento pulverizado,Quer confirmar regras antes de contratar,Mostrar comparação entre benefícios usados e benefícios disponíveis.,"Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: opt-in,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em redução de custos. Gatilho comercial: revisão patrimonial.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Gastador planejado,Objetivo e orientado a conveniência,0.1536,0.1282,0.081,0.9704,110678,Simulado: consentimento pendente,0,Alta,88,Alta propensão simulada,3,3,Simulado: consolidado entre canais,2026-04-29,Compra de imóvel planejada,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRI-030,2026-06-18,Cliente Serena Duarte,Cliente Principal mock,Principal,Principal,Carteira Principal,Revisão consultiva,Quente,100,,70+,Sucessão e legado,Solteiro(a),1,Uberlândia/MG,Profissional liberal de alta renda,Setor público,Profissional liberal,Salário executivo,Variável com tendência positiva,137826,204230,1334892,158810,45420,0.2224,1900432,12.0,19013057,14012838,7170236,0.5117,3232665,revisão patrimonial,Arrojado,Baixa,Longo prazo,Alta,51,5,27,0,3,6142461,2795670,23618,0.1156,Não,Não,Baixa,reforma residencial,diversificar investimentos,internacionalização de patrimônio,Aumento de rentabilidade,"Organizar prioridades: liquidez, investimentos, cartão, seguros e sucessão.","Implantar trilha de proteção patrimonial, sucessão e previdência.",Cartão atual pouco aderente ao padrão de uso e viagens.,Não possui,Possui básico,Revisar cobertura,Não possui,Possui previdência básica,Não iniciado,61188,Educação e família,13,Alta,Alta,Alta,experiências premium,Outro cartão premium,Visa Aeternum,"Aderência alta por viagens, salas VIP, benefícios internacionais, alto relacionamento e potencial patrimonial.",Médio,Ativar benefícios digitais,Conta internacional,Planejamento patrimonial,Câmbio,Revisão trimestral,Orientar canais oficiais para contratação,App Bradesco,Sábado pela manhã,Baixa,Médio,Não usa todos os benefícios atuais,"Evidenciar economia de tempo, atendimento especializado e benefícios familiares.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: pendente,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em aumento de rentabilidade. Gatilho comercial: revisão patrimonial.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Protetor familiar,Valoriza status e experiência,0.0998,0.1311,0.0858,0.5117,6842602,Simulado: consentimento ativo,6346377,Média,96,Alta propensão simulada,4,4,Simulado: consolidado entre canais,2026-05-02,Viagem internacional relevante,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRI-031,2026-06-18,Cliente Helena Teixeira,Cliente Principal mock,Principal,Principal,Carteira Principal,Revisão consultiva,Morno,80.5,,60-69,Preservação patrimonial,Solteiro(a),3,Brasília/DF,Profissional liberal de alta renda,Varejo,Carreira pública premium,Honorários profissionais,Variável com tendência positiva,45733,78531,1817701,53870,24661,0.314,489441,9.1,4983045,4198807,1303323,0.3104,1005096,renovação de benefícios,Arrojado,Alta,Curto prazo,Carteira separada por objetivos,67,23,30,14,23,1593535,149766,17581,0.2239,Talvez em 12 meses,Sim,Média,viagem internacional nos próximos 12 meses,preparar sucessão empresarial,proteção familiar,Redução de custos,Conduzir conversa consultiva para enquadramento Principal e proposta de valor.,Evoluir relacionamento para segmento Principal com pacote de benefícios adequado.,Cartão atual pouco aderente ao padrão de uso e viagens.,Revisar cobertura,Possui básico,Possui adequado,Não possui,Revisar tributação e portabilidade,Revisão recomendada,79745,Despesas empresariais,11,Alta,Alta,Média,sofisticação e lifestyle,Elo Nanquim,Visa Aeternum,"Aderência alta por viagens, salas VIP, benefícios internacionais, alto relacionamento e potencial patrimonial.",Médio,Concentrar gastos para pontos,Seguro auto,Câmbio,Consórcio,Revisão trimestral,Conduzir diagnóstico consultivo com roteiro Ada,Videochamada,Manhã,Baixa,Alto por relacionamento pulverizado,Já possui cartão premium em outro banco,"Apresentar salas VIP, pontos, segurança e conveniência como proposta integrada.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: opt-in,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em redução de custos. Gatilho comercial: renovação de benefícios.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Conservador de legado,Precisa de prova social e comparação,0.0296,-0.0529,0.0217,0.3104,2895484,Simulado: consentimento ativo,2418422,Alta,89,Alta propensão simulada,2,3,Simulado: consolidado entre canais,2026-05-29,Planejamento de aposentadoria,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRI-032,2026-06-18,Cliente Atlas Uchoa,Cliente Principal mock,Principal,Principal,Carteira Principal,Expansão de relacionamento,Quente,83.0,,50-59,Preparação para aposentadoria,Casado(a),1,Niterói/RJ,Executivo(a) de multinacional,Educação,Executivo sênior,Pró-labore e dividendos,Alta,43521,79045,810157,46011,33034,0.4179,600516,13.1,22908845,17596440,9866298,0.5607,446331,viagem internacional,Conservador,Baixa,Multihorizonte por objetivos,Carteira separada por objetivos,65,27,29,10,24,5578195,3093742,5137,0.065,Não,Não,Não aplicável,organizar reserva de emergência,organizar despesas familiares,renda passiva recorrente,Aumento de rentabilidade,"Revisar concentração bancária, benefícios usados e potencial de relacionamento.","Concentrar relacionamento, cartões e investimentos para maximizar benefícios.",Cartão atual pouco aderente ao padrão de uso e viagens.,Não possui,Não possui,Não possui,Revisar cobertura,Não possui,Estrutura básica,37809,Moradia e utilidades,5,Alta,Alta,Baixa,isenção de anuidade,Elo Nanquim,Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Família com potencial para adicionais,Avaliar isenção por relacionamento,Investimentos,Cartão adicional,Seguro residencial,Viagem próxima,Mapear investimentos e potencial de relacionamento,Gerente Principal,Horário comercial,Média,Baixo,Não usa todos os benefícios atuais,"Conectar cartão, investimentos e isenção potencial dentro da jornada consultiva.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: opt-in,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em aumento de rentabilidade. Gatilho comercial: viagem internacional.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Conservador de legado,Valoriza status e experiência,0.0022,0.0041,0.2271,0.5607,7730142,Simulado: consentimento pendente,0,Baixa,85,Alta propensão simulada,8,2,Simulado: consolidado entre canais,2026-06-05,Casamento ou união estável,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRI-033,2026-06-18,Cliente Zoe Uchoa,Cliente Principal mock,Principal,Principal,Carteira Principal,Revisão consultiva,Morno,80.1,,50-59,Planejamento sucessório inicial,Casado(a),0,Goiânia/GO,Sócio(a) de escritório de advocacia,Indústria,Executivo sênior,Salário executivo,Alta,219712,277839,795718,212326,65513,0.2358,713888,3.4,14269378,8115696,1176524,0.145,292909,renovação de benefícios,Conservador,Baixa,Multihorizonte por objetivos,Alta,32,35,14,13,11,6099594,2142978,16163,0.0582,Sim,Não,Não aplicável,reduzir custo financeiro,diversificar investimentos,renda passiva recorrente,Aumento de rentabilidade,"Realizar diagnóstico completo de carteira, cartão, proteção e objetivos.","Implantar trilha de proteção patrimonial, sucessão e previdência.",Uso de benefícios premium abaixo do potencial.,Revisar cobertura,Possui adequado,Não possui,Revisar cobertura,Revisar tributação e portabilidade,Em discussão,58217,Moradia e utilidades,1,Baixa,Alta,Baixa,sofisticação e lifestyle,Sem concentração no cartão principal,Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Médio,Explorar salas VIP e viagens,Conta internacional,Previdência privada,Seguro de vida,Mudança de renda,Simular aderência entre cartões Principal,E-mail corporativo validado,Manhã,Média,Baixo,Quer confirmar regras antes de contratar,"Apresentar salas VIP, pontos, segurança e conveniência como proposta integrada.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: não acionar campanhas,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em aumento de rentabilidade. Gatilho comercial: renovação de benefícios.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Conservador de legado,Digital first,0.1214,0.068,0.1569,0.145,6939172,Simulado: não consentiu,0,Alta,78,Média propensão simulada,5,2,Simulado: consolidado entre canais,2026-05-03,Expansão da empresa familiar,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRI-034,2026-06-18,Cliente Nara Almeida,Cliente Principal mock,Principal,Principal,Carteira Principal,Expansão de relacionamento,Quente,100,,60-69,Renda passiva e proteção familiar,Viúvo(a),4,Recife/PE,Empresário(a) do varejo premium,Agronegócio,Empresa consolidada,Pró-labore e dividendos,Média,112194,204989,2375820,143372,61617,0.3006,561880,3.9,19812043,9578135,6094340,0.6363,2323242,renovação de benefícios,Moderado,Alta,Curto prazo,Alta,56,25,20,18,11,10462826,1544813,23712,0.1157,Não,Sim,Média,contratar proteção patrimonial básica,aumentar patrimônio investido,aposentadoria planejada,Redução de custos,"Organizar prioridades: liquidez, investimentos, cartão, seguros e sucessão.",Consolidar planejamento financeiro familiar com revisão semestral.,Uso de benefícios premium abaixo do potencial.,Possui básico,Possui básico,Possui básico,Possui adequado,Revisar tributação e portabilidade,Em discussão,77077,Assinaturas e serviços digitais,6,Alta,Alta,Média,isenção de anuidade,Visa Infinite,Visa Aeternum,"Aderência alta por viagens, salas VIP, benefícios internacionais, alto relacionamento e potencial patrimonial.",Baixo,Ativar benefícios digitais,Seguro viagem,Previdência privada,Seguro de vida,Revisão trimestral,Simular aderência entre cartões Principal,Videochamada,Fim de tarde,Baixa,Alto por relacionamento pulverizado,Não usa todos os benefícios atuais,Mostrar comparação entre benefícios usados e benefícios disponíveis.,"Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: pendente,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em redução de custos. Gatilho comercial: renovação de benefícios.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Empreendedor oportunista,Analítico e detalhista,-0.0148,0.0283,0.1964,0.6363,3483795,Simulado: consentimento pendente,0,Alta,96,Alta propensão simulada,6,2,Simulado: consolidado entre canais,2026-03-22,Expansão da empresa familiar,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRI-035,2026-06-18,Cliente Zoe Ishikawa,Cliente Principal mock,Principal,Principal,Carteira Principal,Expansão de relacionamento,Quente,100,,70+,Sucessão e legado,Viúvo(a),3,Belo Horizonte/MG,Executivo(a) C-level,Varejo,Grupo familiar,Salário executivo,Alta,191275,322684,1241394,140056,182628,0.566,1847252,13.2,5235052,3040247,2857557,0.9399,2410900,organização familiar,Arrojado,Média,Médio prazo,Média,59,9,2,15,22,2162750,682130,57949,0.1796,Sim,Avaliar para oportunidade patrimonial,Não aplicável,concentrar gastos no cartão mais adequado,organizar despesas familiares,internacionalização de patrimônio,Proteção familiar,Conduzir conversa consultiva para enquadramento Principal e proposta de valor.,Aumentar share de investimentos e estruturar carteira por objetivos.,Uso de benefícios premium abaixo do potencial.,Possui básico,Possui básico,Possui básico,Possui adequado,Revisar tributação e portabilidade,Estrutura básica,36298,Restaurantes e experiências,12,Alta,Alta,Média,pontos e milhas,Sem concentração no cartão principal,Visa Aeternum,"Aderência alta por viagens, salas VIP, benefícios internacionais, alto relacionamento e potencial patrimonial.",Família com potencial para adicionais,Comparar custo-benefício do cartão atual,Soluções PJ,Seguro viagem,Câmbio,Revisão trimestral,Enviar material educativo e fazer follow-up em 7 dias,Gerente Principal,Manhã,Média,Alto por relacionamento pulverizado,Prefere manter investimentos pulverizados,"Apresentar salas VIP, pontos, segurança e conveniência como proposta integrada.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: não acionar campanhas,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em proteção familiar. Gatilho comercial: organização familiar.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Sofisticado internacional,Precisa de prova social e comparação,0.1442,-0.0398,-0.0007,0.9399,182690,Simulado: consentimento ativo,120622,Alta,92,Alta propensão simulada,6,3,Simulado: consolidado entre canais,2026-05-08,Saída de dependente da folha familiar,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
PRI-036,2026-06-18,Cliente Zoe Nogueira,Cliente Principal mock,Principal,Principal,Carteira Principal,Oportunidade de cross-sell,Quente,96.8,,70+,Renda passiva e proteção familiar,União estável,4,Londrina/PR,Investidor(a) patrimonial,Saúde,Empresa consolidada,Receita empresarial,Alta,136056,206258,561536,99306,106952,0.5185,798174,8.0,31334143,19948481,14024728,0.703,771699,viagem internacional,Conservador,Média,Multihorizonte por objetivos,Média,65,21,29,18,14,12389550,1142511,10388,0.0504,Talvez em 12 meses,Sim,Não aplicável,viagem internacional nos próximos 12 meses,preparar sucessão empresarial,independência financeira,Organização de liquidez,"Revisar concentração bancária, benefícios usados e potencial de relacionamento.",Evoluir relacionamento para segmento Principal com pacote de benefícios adequado.,Uso de benefícios premium abaixo do potencial.,Não possui,Possui adequado,Possui básico,Possui adequado,Possui previdência básica,Revisão recomendada,59599,Assinaturas e serviços digitais,1,Baixa,Alta,Média,experiências premium,Visa Infinite,Bradesco Principal,"Aderência equilibrada para pontos, serviços premium, benefícios de viagem e relacionamento Principal.",Família com potencial para adicionais,Revisar seguros vinculados ao cartão,Consórcio,Câmbio,Investimentos,Aporte previsto,"Apresentar benefícios de salas VIP, pontos e segurança",Videochamada,Horário comercial,Média,Baixo,Prefere manter investimentos pulverizados,"Conectar cartão, investimentos e isenção potencial dentro da jornada consultiva.","Baixo: persona fictícia, sem CPF, conta, e-mail, telefone, cartão ou dado real",Simulado: opt-in,Dado sintético para projeto educacional. Não usar como cadastro real.,Perfil mock com foco em organização de liquidez. Gatilho comercial: viagem internacional.,Base sintética criada para projeto educacional da Ada — Principal Advisor.,Investidor de impacto,Orientado a relacionamento humano,0.0902,0.0636,0.0511,0.703,5923753,Simulado: consentimento ativo,2753325,Baixa,89,Alta propensão simulada,8,5,Simulado: consolidado entre canais,2026-06-02,Planejamento de aposentadoria,Calculado em aba NBA_Motor,"Campos preditivos e prescritivos são simulados para projeto educacional. Não usar como modelo real sem governança, validação e autorização."
